route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
M66,MQ_O4-Weekday,MQ_O4-Weekday-045200_M66_502,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-048500_M66_509,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001715,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-051200_M66_508,EAST SIDE YORK AV CROSSTOWN,0,36001714,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-035500_M66_503,EAST SIDE YORK AV CROSSTOWN,0,36001709,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-038000_M66_503,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001709,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-040900_M66_505,EAST SIDE YORK AV CROSSTOWN,0,36001711,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-043800_M66_505,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001711,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-047000_M66_505,EAST SIDE YORK AV CROSSTOWN,0,36001711,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-050800_M66_505,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001711,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-053600_M66_510,EAST SIDE YORK AV CROSSTOWN,0,36001716,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-037900_M66_504,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-041000_M66_504,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-043400_M66_504,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-047000_M66_504,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-049400_M66_507,EAST SIDE YORK AV CROSSTOWN,0,36001713,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-040100_M66_503,EAST SIDE YORK AV CROSSTOWN,0,36001709,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-043000_M66_503,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001709,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-045800_M66_503,EAST SIDE YORK AV CROSSTOWN,0,36001709,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-049300_M66_502,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-052400_M66_509,EAST SIDE YORK AV CROSSTOWN,0,36001715,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-044600_M66_506,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001712,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-047600_M66_506,EAST SIDE YORK AV CROSSTOWN,0,36001712,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-051500_M66_506,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001712,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-055000_M66_506,EAST SIDE YORK AV CROSSTOWN,0,36001712,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-061600_M66_513,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-070000_M66_513,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-072800_M66_502,EAST SIDE YORK AV CROSSTOWN,0,36001713,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-077200_M66_502,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001713,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-081200_M66_502,EAST SIDE YORK AV CROSSTOWN,0,36001713,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-085100_M66_502,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001713,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-088400_M66_515,EAST SIDE YORK AV CROSSTOWN,0,36001712,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-092800_M66_515,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001712,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-096400_M66_511,EAST SIDE YORK AV CROSSTOWN,0,36001722,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-100000_M66_512,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001711,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-103800_M66_512,EAST SIDE YORK AV CROSSTOWN,0,36001711,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-107100_M66_512,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001711,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-042800_M66_507,EAST SIDE YORK AV CROSSTOWN,0,36001713,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-046200_M66_507,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001713,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-053800_M66_504,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-056700_M66_507,EAST SIDE YORK AV CROSSTOWN,0,36001713,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-044000_M66_508,EAST SIDE YORK AV CROSSTOWN,0,36001714,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-050000_M66_504,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-054800_M66_512,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001718,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-057600_M66_513,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-062800_M66_512,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001718,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-065600_M66_513,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-074000_M66_513,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-078400_M66_513,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-082400_M66_506,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-086000_M66_516,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001719,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-089600_M66_513,EAST SIDE YORK AV CROSSTOWN,0,36001713,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-093400_M66_513,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001713,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-097000_M66_519,EAST SIDE YORK AV CROSSTOWN,0,36001712,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-100500_M66_511,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001722,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-104400_M66_511,EAST SIDE YORK AV CROSSTOWN,0,36001722,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-107600_M66_511,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001722,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-115300_M66_511,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001722,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-118700_M66_515,EAST SIDE YORK AV CROSSTOWN,0,36001721,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-123400_M66_518,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001712,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-044600_M66_509,EAST SIDE YORK AV CROSSTOWN,0,36001715,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-047800_M66_508,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001714,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-050600_M66_512,EAST SIDE YORK AV CROSSTOWN,0,36001718,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-058600_M66_512,EAST SIDE YORK AV CROSSTOWN,0,36001718,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-064000_M66_503,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001709,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-066800_M66_512,EAST SIDE YORK AV CROSSTOWN,0,36001718,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-071200_M66_512,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001718,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-075200_M66_504,EAST SIDE YORK AV CROSSTOWN,0,36001718,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-079600_M66_504,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001718,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-086800_M66_506,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-097600_M66_513,EAST SIDE YORK AV CROSSTOWN,0,36001713,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-101600_M66_513,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001713,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-105700_M66_513,EAST SIDE YORK AV CROSSTOWN,0,36001713,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-108800_M66_519,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001712,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-112700_M66_519,EAST SIDE YORK AV CROSSTOWN,0,36001712,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-146500_M66_520,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-051800_M66_503,EAST SIDE YORK AV CROSSTOWN,0,36001709,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-055800_M66_503,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001709,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-059600_M66_503,EAST SIDE YORK AV CROSSTOWN,0,36001709,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-068000_M66_501,EAST SIDE YORK AV CROSSTOWN,0,36001709,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-072400_M66_501,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001709,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-076400_M66_501,EAST SIDE YORK AV CROSSTOWN,0,36001709,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-080800_M66_501,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001709,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-083600_M66_504,EAST SIDE YORK AV CROSSTOWN,0,36001718,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-088500_M66_508,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001720,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-091300_M66_506,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-095400_M66_506,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-098800_M66_518,EAST SIDE YORK AV CROSSTOWN,0,36001719,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-102100_M66_509,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001723,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-046400_M66_510,EAST SIDE YORK AV CROSSTOWN,0,36001716,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-050000_M66_510,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001716,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-053000_M66_502,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-056800_M66_502,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-060800_M66_514,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-065200_M66_514,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-069200_M66_514,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-073600_M66_514,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-082000_M66_514,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-084800_M66_503,EAST SIDE YORK AV CROSSTOWN,0,36001709,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-089400_M66_503,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001709,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-092000_M66_504,EAST SIDE YORK AV CROSSTOWN,0,36001718,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-096000_M66_504,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001718,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-100000_M66_504,EAST SIDE YORK AV CROSSTOWN,0,36001718,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-107000_M66_516,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-110300_M66_518,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001719,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-115100_M66_516,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-121500_M66_517,EAST SIDE YORK AV CROSSTOWN,0,36001719,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-127500_M66_517,EAST SIDE YORK AV CROSSTOWN,0,36001719,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-144400_M66_520,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-054200_M66_505,EAST SIDE YORK AV CROSSTOWN,0,36001711,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-058000_M66_505,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001711,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-062000_M66_505,EAST SIDE YORK AV CROSSTOWN,0,36001711,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-066400_M66_505,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001711,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-070400_M66_510,EAST SIDE YORK AV CROSSTOWN,0,36001711,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-074800_M66_510,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001711,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-077600_M66_514,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-086000_M66_507,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-092800_M66_508,EAST SIDE YORK AV CROSSTOWN,0,36001720,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-096700_M66_508,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001720,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-100600_M66_508,EAST SIDE YORK AV CROSSTOWN,0,36001720,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-103600_M66_504,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001718,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-048200_M66_511,EAST SIDE YORK AV CROSSTOWN,0,36001717,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-052300_M66_511,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001717,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-059200_M66_506,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001712,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-063200_M66_506,EAST SIDE YORK AV CROSSTOWN,0,36001712,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-067600_M66_506,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001712,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-076000_M66_515,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001712,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-078800_M66_510,EAST SIDE YORK AV CROSSTOWN,0,36001711,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-083200_M66_510,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001711,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-087200_M66_512,EAST SIDE YORK AV CROSSTOWN,0,36001711,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-090800_M66_517,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001721,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-094300_M66_507,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-098300_M66_507,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-101800_M66_520,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-152000_M66_520,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-150000_M66_520,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-053000_M66_507,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001713,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-055900_M66_511,EAST SIDE YORK AV CROSSTOWN,0,36001717,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-060400_M66_507,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001713,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-064400_M66_507,EAST SIDE YORK AV CROSSTOWN,0,36001713,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-068800_M66_507,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001713,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-071600_M66_515,EAST SIDE YORK AV CROSSTOWN,0,36001712,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-080000_M66_515,EAST SIDE YORK AV CROSSTOWN,0,36001712,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-084200_M66_515,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001712,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-092100_M66_511,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001722,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-095800_M66_512,EAST SIDE YORK AV CROSSTOWN,0,36001711,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-099400_M66_517,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001721,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-103100_M66_515,EAST SIDE YORK AV CROSSTOWN,0,36001721,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-106600_M66_515,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001721,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-110700_M66_515,EAST SIDE YORK AV CROSSTOWN,0,36001721,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-114300_M66_515,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001721,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-117500_M66_520,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-121900_M66_515,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001721,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-124500_M66_520,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-127900_M66_520,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-130500_M66_519,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-133900_M66_519,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-136500_M66_519,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-139900_M66_519,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-142500_M66_519,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-146000_M66_519,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-149000_M66_519,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-087700_M66_504,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001718,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-090500_M66_516,EAST SIDE YORK AV CROSSTOWN,0,36001719,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-094700_M66_516,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001719,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-098200_M66_509,EAST SIDE YORK AV CROSSTOWN,0,36001723,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-090200_M66_507,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-093500_M66_503,EAST SIDE YORK AV CROSSTOWN,0,36001709,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-097200_M66_505,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001724,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-104100_M66_508,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001720,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-107700_M66_508,EAST SIDE YORK AV CROSSTOWN,0,36001720,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-111100_M66_516,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-116300_M66_514,EAST SIDE YORK AV CROSSTOWN,0,36001726,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-118900_M66_516,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001710,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-123000_M66_516,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-124900_M66_517,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001719,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-129000_M66_516,EAST SIDE YORK AV CROSSTOWN,0,36001710,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-130900_M66_517,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001719,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-133500_M66_517,EAST SIDE YORK AV CROSSTOWN,0,36001719,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-136900_M66_517,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001719,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-139500_M66_517,EAST SIDE YORK AV CROSSTOWN,0,36001719,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-142900_M66_517,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001719,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-091500_M66_512,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001711,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-095000_M66_517,EAST SIDE YORK AV CROSSTOWN,0,36001721,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-098900_M66_510,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001725,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-102500_M66_510,EAST SIDE YORK AV CROSSTOWN,0,36001725,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-105600_M66_520,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001708,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-109700_M66_520,EAST SIDE YORK AV CROSSTOWN,0,36001708,M660002
M66,MQ_O4-Weekday,MQ_O4-Weekday-112600_M66_514,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001726,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-094100_M66_509,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001723,M660076
M66,MQ_O4-Weekday,MQ_O4-Weekday-101100_M66_519,LINCOLN CENTER WEST END AV CROSSTOWN,1,36001712,M660076
